ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
122,1,敬老福利生活津貼暫行條例第三條及第十條條文修正草案,2005/3/25,2007/12/21,二讀,0,1,1,0,李全教,盧秀燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,張麗善,翁重鈞,林益世,劉盛良,曾永權,黃義交,柯俊雄,林建榮,黃昭順,蔡錦隆,侯彩鳳,吳光訓,劉銓忠,邱鏡淳,羅明才,謝國樑,黃健庭,顏清標,林炳坤,楊瓊瓔,紀國棟,吳敦義,劉政鴻,趙良燕,吳成典,鍾紹和,羅世雄,蔡家福,邱毅,伍錦霖,何智輝,黃志雄,林春德,帥化民,鄭金玲,徐耀昌,孫大千,柯淑敏,蔡正元,陳志彬,楊仁福,李嘉進,,,,,,,,,,,,,,,,,,,,,,"本院委員李全教、盧秀燕等 44人,針對特定政黨認為榮民就 養金之發放僅照顧特定族群,致每逢選舉往往成為分裂族群 的議題與藉口。因此為平衡省籍照顧、增進族群融合、落實 老人福利保障,並作為國民年金通過前之過渡措施,本席等 人特擬具「敬老福利生活津貼暫行條例部分條文修正草案」 ,將老人津貼提升為一萬元,以符合公平正義平等之原則; 另外,針對受領時不知自己未符合請領資格而領取敬老津貼 者,若其所受之利益已不存在者,免負返還或償還價額之責 任,以保障老人權益。以上所提,是否有當,請公決案。"
123,1,敬老福利生活津貼暫行條例第三條條文修正草案,2005/3/25,2005/3/25,退回程序委員會,0,0,0,0,王拓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,藍美津,徐國勇,王淑慧,張川田,沈發惠,莊和子,江昭儀,侯水盛,林重謨,陳金德,林進興,林樹山,林耘生,張顯耀,高建智,陳啟昱,蔡英文,林淑芬,彭添富,李昆澤,薛凌,葉宜津,邱創進,蔡啟芳,柯建銘,黃適卓,楊瓊瓔,林濁水,潘孟安,魏明谷,吳秉叡,林為洲,張慶惠,王塗發,湯火聖,鄭國忠,黃淑英,李文忠,莊碩漢,黃昭輝,管碧玲,顏文章,吳富貴,郭玟成,林岱樺,田秋堇,周守訓,陳重信,,,,,,,,,,,,,,,,"本院委員王拓等 49人,針對現行法令規定領取軍人退休俸、 政務人員、公教人員、公營事業人員領取月退休(職)金或 一次退休金者,不得請領敬老福利生活津貼。本席認為對津 貼請領對象設限,如不問退休金領取金額之高低,僅以曾否 領取為界,實不符公平正義之原則,也有違當初敬老福利津 貼設置之目的。因此擬具「敬老福利生活津貼暫行條例第三 條修正案」修正第三條第一項第二款有關「一次退休金」部 分之規定,明定以新臺幣一百萬元做為排除本津貼請領之門 檻,凡領取一次退休金其金额未達一百萬元者,仍得請領本 津貼,讓更多晚年無依的老人,生活得到應有的照顧。是否 有當?提請公決。"
124,1,菸害防制法修正草案,2005/3/25,2007/6/15,三讀,1,1,1,0,丁守中,尹伶瑛,王昱婷,吳志揚,黃義交,黃劍輝,費鴻泰,林建榮,張慶忠,,,,,,,,,,,,,,,,,,,,,,,,,顧崇廉,王榮璋,林春德,蔡英文,吳成典,陳憲中,廖國棟,趙良燕,蘇起,伍錦霖,孫大千,徐耀昌,章仁香,劉政鴻,李永萍,黃敏惠,林郁方,郭素春,鍾紹和,卓伯源,陳景峻,黃志雄,曾永權,鄭金玲,楊仁福,郭正亮,柯淑敏,李嘉進,林鴻池,楊宗哲,林益世,雷倩,羅志明,呂學樟,吳英毅,蔡正元,劉文雄,陳瑩,陳重信,陳秀卿,朱鳳芝,吳清池,黃昭順,高思博,徐少萍,蔡錦隆,吳敦義,曹壽民,羅世雄,,,,,,,,,,,,,,,"本院委員丁守中、尹伶瑛、王昱婷、吳志揚、黃義交、黃劍 輝、費鴻泰、林建榮、張慶忠等61人,鑑於維護人類健康, 世界衛生組織於國際間積極推動各項反菸活動,各國亦紛紛 訂定嚴格之菸害防制法規,我國亦於86年3月制定菸害防制 法。然本法自86年9月19日施行至今,僅於89年1月19 日配合臺灣省政府功能業務與組織調整修正第三條及第三十 條條文,惟依施行後之實務經驗,發現有大部分內容已無法 符合民眾期待,且有許多窒礙難行之處,主要的條文內容已 不能完全落實立法精神。特擬具「菸害防制法」修法草案, 是否有當,敬請公決。"
125,1,地方民意代表費用支給及村里長事務補助費補助條例第七條條文修正草案,2005/3/25,2006/4/28,三讀,1,1,1,0,李復興,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔡啟芳,柯俊雄,謝國樑,蔡錦隆,沈智慧,盧秀燕,馮定國,張慶忠,劉盛良,洪玉欽,林益世,羅世雄,蔡正元,黃敏惠,蔡家福,林為洲,邱鏡淳,楊仁福,黃健庭,徐少萍,周守訓,李嘉進,吳清池,潘維剛,廖國棟,吳敦義,徐耀昌,林建榮,鄭金玲,黃志雄,吳成典,邱毅,林春德,彭添富,黃昭順,陳根德,伍錦霖,蔡豪,侯彩鳳,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員李復興等 47人,針對地方基層村(里)長終年為民 服務,工作繁雜,但現行法僅發給事務補助費,無春節慰問 金,為使基層村(里)長之春節慰問金取得正當法源,遂出 「地方民意代表費用支給及村里長事務補助費補助條例第七 條條文」修正草案,是否有當,敬請公決。"
126,1,民法親屬編部分條文修正草案,2005/3/25,2007/5/4,三讀,1,1,1,0,葉宜津,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,侯水盛,湯火聖,王塗發,吳秉叡,黃淑英,曹來旺,鄭運鵬,王淑慧,王拓,江昭儀,蔡同榮,謝明源,莊碩漢,鄭國忠,莊和子,謝欣霓,吳富貴,高建智,邱創進,陳啟昱,李昆澤,沈發惠,李文忠,林為洲,陳金德,潘孟安,蔡啟芳,顏文章,林國慶,黃昭輝,林進興,林濁水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員業宜津等 33人,對於大法官會議釋字第五五二號解 釋規定重婚例外有效之情形,以及釋字第五八七號解釋認為 提起否認之訴的範圍,均指明立法機關應儘速檢討修正・另 有關強制認領的範圍、收養的限制、收養的終止,現行法的 規定均有所不足,無法因應社會觀念之發展。另外夫妻財產 制條文大幅修正後,在適用上仍有部分規定不甚合理,提 出民法親屬編部分條文暨其施行法修正草案,是否有當?請 公決!"
127,1,民法親屬編施行法部分條文修正草案,2005/3/25,2007/5/4,三讀,1,1,1,0,葉宜津,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,侯水盛,湯火聖,王塗發,吳秉叡,黃淑英,曹來旺,鄭運鵬,王淑慧,王拓,江昭儀,蔡同榮,謝明源,莊碩漢,鄭國忠,莊和子,謝欣霓,吳富貴,高建智,邱創進,陳啟昱,李昆澤,沈發惠,李文忠,林為洲,陳金德,潘孟安,蔡啟芳,顏文章,林國慶,黃昭輝,林進興,林濁水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員業宜津等 33人,對於大法官會議釋字第五五二號解 釋規定重婚例外有效之情形,以及釋字第五八七號解釋認為 提起否認之訴的範圍,均指明立法機關應儘速檢討修正・另 有關強制認領的範圍、收養的限制、收養的終止,現行法的 規定均有所不足,無法因應社會觀念之發展。另外夫妻財產 制條文大幅修正後,在適用上仍有部分規定不甚合理,提 出民法親屬編部分條文暨其施行法修正草案,是否有當?請 公決!"
128,1,民法繼承編部分條文修正草案,2005/3/25,2006/5/8,委員會審查,0,1,1,0,葉宜津,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳啟昱,吳秉叡,湯火聖,王塗發,黃淑英,曹來旺,蔡啟芳,鄭運鵬,王淑慧,林為洲,林濁水,蔡同榮,謝明源,莊碩漢,王拓,莊和子,張慶惠,謝欣霓,鄭國忠,高建智,邱創進,李昆澤,陳金德,沈發惠,侯水盛,潘孟安,李文忠,顏文章,林國慶,黃昭輝,江昭儀,林進興,吳富貴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員葉宜津等 34人,對於現行民法繼承編規定生前特種 贈與、特留分的規定,於適用上違反被繼承人意思,實際上 僅徒增繼承人間之紛爭,爱提出民法繼承編部分條文修正草 案,是否有當?請公決!"
129,1,民法親屬編第一千零五十二條條文修正草案,2005/3/25,2007/5/4,三讀,1,1,1,0,沈智慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,藍美津,林進興,周守訓,伍錦霖,謝國樑,曾燦燈,林正二,蔡錦隆,黃敏惠,蔡勝佳,林正峰,林建榮,高思博,劉政鴻,陳志彬,孫大千,陳根德,呂學樟,黃義交,邱鏡淳,李嘉進,羅志明,林春德,陳秀卿,吳敦義,王昱婷,楊仁福,陳銀河,趙良燕,吳成典,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員沈智慧等 31人,鑒於現行民法親屬編第一千零五十 二條條文規定與現實社會家庭婚姻狀況有所未合,為落實兩 性平等,保障婦女於婚姻關係無法存續之自主權,特提出修 正案,是否有當,敬請公決。"
130,1,公寓大廈管理條例增訂第五十九條之一條文草案,2005/3/25,2005/12/30,三讀,1,1,1,0,沈智慧,李復興,劉文雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳志彬,黃敏惠,邱鏡淳,周守訓,李永萍,呂學樟,陳杰,徐耀昌,孫大千,蔡錦隆,陳根德,黃志雄,顧崇廉,王昱婷,賴幸媛,黃義交,李嘉進,楊瓊瓔,林春德,伍錦霖,蘇起,吳成典,林建榮,翁重鈞,蔡豪,楊宗哲,蔡正元,郭素春,盧秀燕,羅志明,陳秀卿,費鴻泰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員沈智慧、李復興、劉文雄等 35人,有鑑於「公寓大 廈管理條例」未授權直轄市、縣(市)政府調解公寓大廈私 權糾紛之規定,造成公寓大廈爭議糾紛事件無法即時有效獲 得解決,住戶間動輛對簿公堂,與公寓大廈管理條例揭槳「 提昇居住品質」之立法目的有違。為提供民眾得循「先行政 ,後司法」之途徑,特擬具公寓大廈管理條例增訂第五十九 條之一條文,設置「公寓大廈爭議事件調解委員會」。是否 有當,敬請公決。"
131,1,加值型及非加值型營業稅法第八條條文修正草案,2005/3/25,2007/12/21,三讀,1,1,1,0,沈智慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林進興,陳志彬,呂學樟,彭紹瑾,賴幸媛,何智輝,黃義交,李復興,吳敦義,王昱婷,林春德,陳杰,孫大千,徐耀昌,陳根德,楊仁福,李嘉進,黃志雄,顧崇廉,鍾紹和,楊瓊瓔,伍錦霖,蘇起,趙良燕,翁重鈞,林建榮,吳成典,劉盛良,蔡豪,楊宗哲,陳銀河,何敏豪,蔡正元,郭素春,盧秀燕,羅志明,陳秀卿,帥化民,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員沈智慧等 39人,針對農民自產自銷且因運送及食用 之必要而加工之農產品,如茶葉、梅乾、香菇、筍乾、菜脯 等,因於加值型及非加值型營業稅法及營業稅法施行細則中 規定仍屬加工後之農產物,而需課徵營業稅,對於我國加入 世貿組織後飽受衝擊之農民更是雪上加霜;為保障農民生計 ,爱提案修正加值型及非加值型營業稅法第八條條文,是否 有當,請公決。"
132,1,兩性工作平等法第十四條條文修正草案,2005/3/25,2007/12/19,三讀,1,1,1,0,沈智慧,柯淑敏,盧秀燕,蔡家福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林進興,周守訓,蘇起,邱創進,費鴻泰,伍錦霖,翁重鈞,林建榮,郭素春,黃敏惠,謝國樑,劉政鴻,蔡勝佳,林正二,呂學樟,林郁方,陳根德,黃義交,李嘉進,羅志明,林春德,陳銀河,陳秀卿,徐耀昌,王昱婷,楊仁福,邱毅,曾燦燈,趙良燕,吳成典,孫大千,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員沈智慧、柯淑敏、盧秀燕、蔡家福等 36人,針對兩 性工作平等法第十四條規定女性受僱者生理假應併入病假計 算乙事,無疑抹煞本法納入女性勞工生理假之良法美意。爱 此,特提「兩性工作平等法」第十四條條文修正草案。是否 有當,請公決案。"
133,1,公民投票法部分條文修正草案,2005/3/25,2007/12/21,二讀,0,1,1,1,羅志明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院台灣團結聯盟立法院黨團,有鑒於現行之「公民投票法 」因政治性杯葛,導致人民修憲、制憲之權利慘遭排除,剝 奪人民直接公民權之行使,「公投審議委員會」之設計更有 代議制度凌駕直接民主的疑慮,違背憲法民主原則;爱提出 「公民投票法部分條文修正草案」,使人民得依公民投票程 序實現直接民權。是否有當,敬請公決。"
134,1,政黨法草案,2005/3/25,2007/5/23,委員會審查,0,0,1,1,羅志明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院台灣團結聯盟立法院黨團,針對目前政黨之組織、財務 及相關活動規範等皆付諸闕如,為期健全政黨政治之發展, 落實政黨公平競爭、財務透明化等原則,爱提出「政黨法草 案」。是否有當,請公決案。"
135,1,中央行政機關組織基準法部分條文修正草案,2005/3/25,2007/12/21,二讀,0,1,1,1,羅志明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院台灣團結聯盟立法院黨團,有鑒於時代變遷,社會多元 化發展下,議題層出不窮;中央行政機關事務分工愈趨專業 ,應適時調整組織編制數額因應。爱提出「中央行政機關組 織基準法部分條文修正草案」明定行政院部之總數增加為十 五個、會之總數增加為六個,藉以提昇中央行政機關之施政 效能。是否有當?敬請公決。"
136,1,遊說法草案,2005/3/25,2007/7/20,三讀,1,1,1,0,羅志明,何敏豪,黃適卓,賴幸媛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃偉哲,曾燦燈,尹伶瑛,黃宗源,郭正亮,黃建智,林重謨,蔡煌瑯,郭俊銘,林郁方,吳秉叡,謝欣霓,曹來旺,陳瑩,盧天麟,黃昭輝,卓伯源,蔡其昌,李昆澤,沈發惠,林樹山,湯火聖,趙永清,王拓,章仁香,顏文章,林國慶,廖本煙,陳銀河,郭林勇,王塗發,吳成典,羅明才,藍美津,趙良燕,陳景峻,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員羅志明、何敏豪、黃適卓、賴幸媛等 40人,鑒於多 元化之民主國家,個人或團體基於不同之利益,在法律規範 下,對政府機關進行遊說,俾制定利己之法令或政策,乃正 常之現象,為使政府施政或立法過程之遊說遵循公開、透明 程序,防止不當利益輸送,建立民意直接參與制度,特制定 本法。是否有當,敬請公決。"
137,1,中央行政機關總員額法草案,2005/3/25,2007/12/21,二讀,0,1,1,1,陳杰,伍錦霖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院中國國民黨黨團,為防杜中央行政機關公務人力規模浮 增,惡化國家財政,並配合行政組織變革,強化公務人力之 成本控管,採取總量管理的策略,經由對中央行政機關公務 人力最高限額的設定,兼採分類管理模式,並以漸進式的精 簡目標,期能導引政府適度地裁汰冗員,提升用人效能,達 成人力資源再造工程,建構精實、效率且符合規模經濟的行 政團隊,資以提高國家競爭力,重振人民對政府之信心,爱 依據憲法增修條文第三條第三項「國家機關之職權、設立程 序及總員額,得以法律為準則性之規定。」,擬具「中央行 政機關總員額法草案」。是否有當?敬請公決"
138,1,行政院組織法修正草案,2005/3/25,2005/5/27,撤回,0,0,0,1,陳杰,伍錦霖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院國民黨黨團,有鑒於政府改造主要的目的在於提高行政 效率、避免浪費並建立具全球競爭力的活力政府。「中央行 政機關組織基準法」,業於93年6月23日公布實行,其中 規定行政院最多設13 個部、4個委員會及5個獨立機關,茲 依據該法原則,針對現行龐大之行政院組織做調整與修正, 爱提出「行政院組織法」修正草案,是否有當?敬請公決。"
139,1,"	學校教職員退休條例第三條條文修正草案",2005/3/25,2007/6/15,三讀,1,1,1,0,洪秀柱,朱鳳芝,盧秀燕,張慶忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,章仁香,黃德福,帥化民,蘇起,曹爾忠,郭素春,劉盛良,黃健庭,林益世,黃昭順,劉政鴻,王昱婷,鄭金玲,吳志揚,陳杰,徐耀昌,曾永權,林郁方,謝國樑,陳志彬,吳成典,伍錦霖,柯俊雄,李嘉進,孫大千,趙良燕,顧崇廉,黃志雄,周守訓,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員洪秀柱、朱鳳芝、盧秀燕、張慶忠等 34人,為匡正 教師退休年資採計,維護人民權利,爱提出學校教職員退休 條例第三條條文修正草案。是否有當?請公決。"
140,1,國民大會代表選舉法部分條文修正草案,2005/3/25,2006/1/11,不予審議,0,0,0,1,陳志彬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,有鑒於國民大會代表選舉法所謂「比例代 表制」範圍不甚明確,導致候選人獨立參選恐將受限制,有 礙國民參政權之行使。以及國民大會代表選舉因無門檻限制 ,可能導致少數民意否決憲法修正案之窘境,爱提出「國民 大會代表選舉法第四條、增列第二十三條之一及第三十五條 文」修正草案。是否有當?敬請公決。"
141,1,公務人員退休法第十六條之一條文修正草案,2005/3/25,2007/12/21,二讀,0,1,1,1,顏清標,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟立法院黨團,有鑑於原任職公立托兒所之 保育人員若依現行「公務人員退休法」第十六條之一相關規 定,不僅不能落實政府照顧公立托兒所保育人員之美意,亦 無法保障渠等權益。爱擬具「公務人員退休法第十六條之一 條文修正草案」。是否有當,敬請公決。"
142,1,中華民國刑法第六十二條條文修正草案,2005/3/25,2005/11/21,委員會審查,0,0,1,0,賴清德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林滄敏,湯火聖,魏明谷,林岱樺,田秋堇,羅志明,顏文章,邱創進,沈發惠,王幸男,劉盛良,徐志明,蔡煌瑯,張慶惠,林進興,蔡其昌,李昆澤,蕭美琴,林為洲,林濁水,郭俊銘,洪奇昌,吳秉叡,陳景峻,郭玟成,鄭運鵬,盧天麟,林樹山,王拓,王世勛,鄭國忠,黃淑英,彭紹瑾,林淑芬,邱永仁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員賴清德等 36人,鑒於民國九十四年一月七日之刑法 總則大幅修正,竟將現行刑法第六十二條自首規定由『必減 輕其刑』修正為『得減輕其刑』,恐將造成犯罪行為人於新 法明年七月一日正式施行後,降低自首意願,進而造成該條 文立法用意蕩然無存、檢調單位勞務增加與社會風氣日益敗 壞等,擬提出刑法第六十二條修正條文草案,是否有當,敬 請公決。"
143,1,中華民國刑法增訂第一百四十四條之一條文草案,2005/4/1,2005/11/21,委員會審查,0,0,1,0,劉文雄,李鴻鈞,馮定國,白添枝,蔡豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鍾紹和,鄭金玲,周錫瑋,劉盛良,孫大千,何智輝,葉芳雄,吳清池,江昭儀,林正峰,高思博,謝國樑,朱鳳芝,傅崐萁,孔文吉,郭榮宗,朱俊曉,盧天麟,費鴻泰,吳成典,顧崇廉,陳根德,徐耀昌,呂學樟,林春德,林德福,李嘉進,李永萍,林益世,楊仁福,林郁方,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員劉文雄、李鴻鈞、馮定國、白添枝、蔡豪等 36人, 針對「反黑金政策」已為全民及各黨派之共識,惟近年來選 風惡化,仍有候選人為求當選,乃競相提早賄選活動,即所 謂「期約賄選」現象。礙於現行刑法第一百四十三條(投票 行賄罪)、第一百四十四條(投票受賄罪)規定之不足,並 落實刑事立法政策之「罪刑法定原則」, 提案增訂刑法第 一百四十四條之一,防堵期約賄選行為。"
